slug,name,h1,seo_title,seo_description,full_gost_name,grade,group_name,thickness_mm,width_mm,state,surface,gost,price_per_kg,lead_time,image_filename
lenta-0-04x8-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,04х8 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,04х8 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.04,8,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-04x8-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-04x10-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,04х10 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,04х10 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.04,10,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-04x10-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-04x15-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,04х15 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,04х15 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.04,15,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-04x15-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-04x20-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,04х20 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,04х20 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.04,20,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-04x20-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-04x25-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,04х25 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,04х25 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.04,25,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-04x25-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-04x30-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,04х30 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,04х30 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.04,30,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-04x30-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-04x40-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,04х40 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,04х40 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.04,40,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-04x40-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-04x50-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,04х50 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,04х50 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.04,50,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-04x50-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-04x60-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,04х60 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,04х60 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.04,60,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-04x60-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-04x75-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,04х75 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,04х75 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.04,75,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-04x75-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-04x80-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,04х80 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,04х80 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.04,80,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-04x80-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-04x100-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,04х100 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,04х100 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.04,100,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-04x100-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-04x120-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,04х120 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,04х120 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.04,120,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-04x120-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-04x150-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,04х150 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,04х150 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.04,150,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-04x150-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-04x200-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,04х200 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,04х200 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.04,200,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-04x200-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-04x250-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,04х250 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,04х250 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.04,250,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-04x250-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-05x3-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,05х3 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,05х3 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.05,3,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-05x3-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-05x5-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,05х5 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,05х5 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.05,5,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-05x5-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-05x8-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,05х8 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,05х8 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.05,8,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-05x8-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-05x10-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,05х10 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,05х10 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.05,10,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-05x10-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-05x15-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,05х15 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,05х15 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.05,15,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-05x15-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-05x20-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,05х20 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,05х20 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.05,20,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-05x20-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-05x25-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,05х25 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,05х25 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.05,25,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-05x25-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-05x30-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,05х30 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,05х30 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.05,30,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-05x30-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-05x40-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,05х40 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,05х40 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.05,40,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-05x40-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-05x50-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,05х50 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,05х50 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.05,50,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-05x50-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-05x60-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,05х60 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,05х60 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.05,60,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-05x60-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-05x75-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,05х75 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,05х75 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.05,75,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-05x75-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-05x80-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,05х80 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,05х80 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.05,80,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-05x80-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-05x100-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,05х100 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,05х100 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.05,100,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-05x100-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-05x120-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,05х120 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,05х120 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.05,120,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-05x120-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-05x150-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,05х150 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,05х150 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.05,150,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-05x150-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-05x200-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,05х200 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,05х200 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.05,200,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-05x200-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-05x250-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,05х250 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,05х250 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.05,250,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-05x250-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-06x3-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,06х3 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,06х3 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.06,3,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-06x3-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-06x5-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,06х5 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,06х5 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.06,5,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-06x5-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-06x8-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,06х8 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,06х8 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.06,8,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-06x8-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-06x10-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,06х10 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,06х10 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.06,10,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-06x10-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
lenta-0-06x15-mm-10kh17n13m3t-nagartovannaya-gost-4986-79,"Лента 0,06х15 мм 10Х17Н13М3Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,06х15 10Х17Н13М3Т-Н-НТ-3-В ГОСТ 4986-79",10Х17Н13М3Т,Коррозионно-стойкие стали,0.06,15,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-0-06x15-mm-10kh17n13m3t-nagartovannaya-gost-4986-79.jpg
